cellid_source,cellid_sink,moistureflow_volume
12116,9770,1494.3845381200513
12116,9771,109.54920582157399
12116,9772,0.35617381061107867
12116,9773,0.0028612019238104885
12116,9774,0.010567568565667875
12116,9775,0.6509552995238478
12116,9776,0.8800265182631856
12116,9777,16.229064385356345
12116,9778,21.94007336012321
12116,9779,404.6092427801062
12116,9780,1351.4941433277152
12116,9781,3692.292871763496
12116,9782,494.6889325647489
12116,9783,1105.3957061835058
12116,9784,4082.670579828251
12116,9785,4082.670579828251
12116,9786,6748.159299373841
12116,9787,6748.159299373841
12116,9788,13637.121435638941
12116,9789,22540.50774688482
12116,9790,27558.7864482718
12116,9791,27558.7864482718
12116,9792,45551.33151550691
12116,9793,37256.725466973134
12116,9794,50367.369953928064
12116,9795,50367.369953928064
12116,9796,55692.597157390126
12116,9797,61580.8484932306
12116,9798,61580.8484932306
12116,9799,75290.82627532499
12116,9800,101785.67369018779
12116,9801,137604.05989807454
12116,9802,101785.67369018779
12116,9803,112547.24093011927
12116,9804,124446.60414133909
12116,9805,75290.82627532499
12116,9806,124446.60414133909
12116,9807,92053.10839204068
12116,9808,124446.60414133909
12116,9809,124446.60414133909
12116,9810,124446.60414133909
12116,9811,186026.9388997338
12116,9812,205695.14306667345
12116,9813,137604.05989807454
12116,9814,186026.9388997338
12116,9815,152152.62345710752
12116,9816,124446.60414133909
12116,9817,152152.62345710752
12116,9818,152152.62345710752
12116,9819,124446.60414133909
12116,9820,112547.24093011927
12116,9822,137604.05989807454
12116,9966,0.0023401953583880104
12116,9967,0.0021164300355267854
12116,9968,0.0023401953583880104
12116,9970,0.0028612019238104885
12116,9971,0.002587618878720772
12116,9972,181.07155048374614
12116,9973,19.84220252150709
12116,9974,0.0031637102805742176
12116,9975,0.0031637102805742176
12116,9976,1.189707916062601
12116,9977,0.32211710357573115
12116,9978,0.009557116432482023
12116,9979,14.67727007942014
12116,9980,148.09957956894257
12116,9981,2470.036394212224
12116,9982,3339.242386646091
12116,9983,330.9324882089684
12116,9984,49.025683190227646
12116,9985,0.23826990583616184
12116,9986,0.9730697158553916
12116,9987,0.0031637102805742176
12116,9988,109.54920582157399
12116,9989,6748.159299373841
12116,9990,2020.2585691983406
12116,9991,3019.949961728864
12116,9992,2470.036394212224
12116,9993,3339.242386646091
12116,9994,546.9912656695959
12116,9995,4082.670579828251
12116,9996,3019.949961728864
12116,9997,8250.527589648684
12116,9998,16673.205485615705
12116,9999,20385.224438865658
12116,10000,27558.7864482718
12116,10001,30472.51411407964
12116,10002,27558.7864482718
12116,10003,41195.79411697658
12116,10004,61580.8484932306
12116,10005,45551.33151550691
12116,10006,68091.65121944786
12116,10007,68091.65121944786
12116,10008,112547.24093011927
12116,10009,75290.82627532499
12116,10010,55692.597157390126
12116,10011,112547.24093011927
12116,10012,112547.24093011927
12116,10013,112547.24093011927
12116,10014,137604.05989807454
12116,10015,112547.24093011927
12116,10016,152152.62345710752
12116,10017,152152.62345710752
12116,10018,186026.9388997338
12116,10019,137604.05989807454
12116,10020,168239.37347508586
12116,10021,205695.14306667345
12116,10022,168239.37347508586
12116,10023,152152.62345710752
12116,10024,168239.37347508586
12116,10025,152152.62345710752
12116,10026,152152.62345710752
12116,10027,137604.05989807454
12116,10028,137604.05989807454
12116,10029,137604.05989807454
12116,10030,124446.60414133909
12116,10031,101785.67369018779
12116,10177,0.002587618878720772
12116,10178,0.0028612019238104885
12116,10179,0.0028612019238104885
12116,10180,0.0028612019238104885
12116,10181,0.002587618878720772
12116,10182,447.38765563739247
12116,10183,0.0031637102805742176
12116,10184,21.94007336012321
12116,10185,4.8586444006486404
12116,10186,0.0034982021562746392
12116,10187,9.818666211744697
12116,10188,16.229064385356345
12116,10189,5.372337796947665
12116,10190,0.0031637102805742176
12116,10191,0.07887493638596879
12116,10192,2020.2585691983406
12116,10193,1351.4941433277152
12116,10194,133.93856086634844
12116,10195,604.8234052207442
12116,10196,9122.837063093506
12116,10197,1652.3824086086086
12116,10198,447.38765563739247
12116,10199,4991.611010345511
12116,10200,404.6092427801062
12116,10201,447.38765563739247
12116,10202,330.9324882089684
12116,10203,365.9212257652829
12116,10204,604.8234052207442
12116,10205,4082.670579828251
12116,10206,16673.205485615705
12116,10207,7461.626798415223
12116,10208,9122.837063093506
12116,10209,20385.224438865658
12116,10210,20385.224438865658
12116,10211,55692.597157390126
12116,10212,55692.597157390126
12116,10213,61580.8484932306
12116,10214,41195.79411697658
12116,10215,45551.33151550691
12116,10216,92053.10839204068
12116,10217,112547.24093011927
12116,10218,83251.1536980045
12116,10219,83251.1536980045
